timestamp,function,workload,pressure,queue_length_dominant,utilization,theoretical_utilization
1750768699.0426357,deepspeech,0.0,0.0,0.0,0.0,0.0
1750768771.4027164,deepspeech,0.049999999999999996,2.1256095209109707,0.7595657110120543,0.6729414739208135,0.47704951833333337
1750768843.6072237,deepspeech,0.08055555555555556,0.8157298197847734,2.186310207462687,0.5355072112196305,0.9693124720055555
1750768915.823246,deepspeech,0.075,1.285181159307814,4.497775606050822,1.0161002628330051,0.8959193245999999
1750768988.030663,deepspeech,0.05833333333333333,0.909941784211873,4.330532723247846,0.9739356619447475,0.7005471455083335
1750769060.2457662,deepspeech,0.1111111111111111,0.860985343537791,2.742212721701083,1.0081871000946985,1.3273305987333335
1750769132.4479043,deepspeech,0.049999999999999996,0.7673350232651083,3.4256482205132506,0.9227527929116222,0.5952697571666665
1750769204.6602395,deepspeech,0.03888888888888888,0.8033887698252785,2.323249259808016,0.5778123761286813,0.4749342283944445
1750769276.871499,deepspeech,0.05972222222222221,0.9474999905434092,2.3391310870139352,0.4202163994974346,0.7118883929027776
1750769349.0802836,deepspeech,0.08749999999999998,1.375217237350831,3.459547117439151,1.0020021700503718,1.0385235312055556
1750769421.2935584,deepspeech,0.09999999999999999,0.844233711429197,5.69764491662763,1.0067237650556455,1.1920866300333335
1750769493.4940732,deepspeech,0.09999999999999999,1.0315412437895792,6.642441139511361,1.0075615141160783,1.1928717599333332
1750769565.713416,deepspeech,0.041666666666666664,1.2049082263021351,6.343565304637264,1.0079388760649737,0.4994254947777777
1750769637.924323,deepspeech,0.02638888888888889,0.9136124557792522,6.066590215535009,1.0077001815089661,0.31011928416249995
1750769710.1311684,deepspeech,0.011111111111111112,1.0,0.6782180929475096,0.08280188006762094,0.1323517969777778
1750769782.3429053,deepspeech,0.024999999999999998,1.1169469136355694,0.7890070364026832,0.2525046626597571,0.30097177503333333
1750769854.5590415,deepspeech,0.0,1.0,0.9766509989831705,0.00012676999784099429,0.0
1750769926.7630973,deepspeech,0.0,1.0,0.9766509989831705,0.00012110294915026588,0.0
1750769998.9657793,deepspeech,0.0,1.0,0.9766509989831705,0.00012090766937131788,0.0
1750770071.167353,deepspeech,0.0,1.0,0.9766509989831705,0.00012348400977938215,0.0
1750770143.3702846,deepspeech,0.0,1.0,0.9766509989831705,0.00012789615093457003,0.0
1750770215.577538,deepspeech,0.0,1.0,0.9766509989831705,0.00012121204098256016,0.0
1750770287.7977953,deepspeech,0.00972222222222222,0.8312791215050847,0.569714557930772,0.16762576296139964,0.11838893568194443
1750770360.0090303,deepspeech,0.015277777777777777,0.9962688445336033,3.4776874921212105e-06,0.33669913535144236,0.18474024214027776
1750770432.2024772,deepspeech,0.020833333333333332,1.0,0.9519287266345432,0.08411143433601027,0.25700345960416665
1750770504.4067013,deepspeech,0.0375,1.2200093240534238,1.3941278543130473,0.41892999202084885,0.4469479966375
1750770576.6230009,deepspeech,0.041666666666666664,0.9588861800924269,1.4606644997132319,0.5052472028328177,0.4952282338249998
1750770648.8313193,deepspeech,0.048611111111111105,0.8863882912751758,1.4510901714810664,0.5885825635929589,0.586253953076389
1750770721.043411,deepspeech,0.09305555555555556,0.9788485662528621,2.9663281715603964,0.5895940354187809,1.1165556752430554
1750770793.2479072,deepspeech,0.1152777777777778,1.3696839198978983,3.5219128330246274,1.004069620947229,1.3851028199305555
1750770865.4700413,deepspeech,0.0625,1.140103913619657,9.367707464404958,1.005574601461549,0.7537107856041665
1750770937.6884012,deepspeech,0.08333333333333333,1.0309768179108476,6.704248436299512,1.0114828865971404,0.9901075167500001
1750771009.9001567,deepspeech,0.08750000000000001,1.0380312434687158,5.189958604099236,1.0122023679247731,1.0362070463250002
1750771082.1120205,deepspeech,0.06527777777777778,1.2660243560649154,4.859244062607023,1.0061496343603642,0.7832778523166667
1750771154.3313262,deepspeech,0.04583333333333333,0.8397661409403754,5.8403173385026745,0.9948413529077523,0.5497639881444445
1750771226.5398228,deepspeech,0.0375,0.7629571033072615,2.564278374325733,0.42027131227609704,0.4507653857916667
1750771298.7500534,deepspeech,0.09999999999999999,0.9749753285533279,1.7656930826940462,0.8468973391217288,1.195986853177778
1750771370.9556334,deepspeech,0.01944444444444444,0.8828462253115656,3.939199522051574,0.8453367624499504,0.23644307673055556
1750771443.150518,deepspeech,0.005555555555555556,1.0,1.449663305279124,0.00013231521634571246,0.06728721643333334
