timestamp,function,workload,pressure,queue_length,utilization,n_instances,action
2025-05-12 07:08:36,ffmpeg_0,None,None,None,0.22545670103092783,1,6
2025-05-12 07:08:42,ffmpeg_0,None,None,None,0.00013505154639175258,1,1
2025-05-12 07:08:48,ffmpeg_0,None,None,None,1.0177269035532994,1,9
2025-05-12 07:08:54,ffmpeg_0,0.16453225819958825,1.958700144,0.00006863185562414573,1.020184693877551,1,5
2025-05-12 07:09:00,ffmpeg_0,0.16453225819958825,1.958700144,0.00006863185562414573,1.021902290076336,1,5
2025-05-12 07:09:06,ffmpeg_0,0.33117361526006317,3.744506733,0.9926558298984215,1.0278923076923077,1,7
2025-05-12 07:09:12,ffmpeg_0,0.33117361526006317,3.744506733,0.9926558298984215,1.0110440506329115,1,7
2025-05-12 07:09:18,ffmpeg_0,0.33117361526006317,3.744506733,0.9926558298984215,1.0253657289002558,1,7
2025-05-12 07:09:24,ffmpeg_0,0.3946661471189556,3.724872574,1.001689697778463,1.0253387755102041,1,8
2025-05-12 07:09:30,ffmpeg_0,0.3946661471189556,3.724872574,1.001689697778463,1.0250884910485933,1,8
2025-05-12 07:09:36,ffmpeg_0,0.4166666666666667,3.737167685,1.0031951254609188,1.0166564885496183,1,8
2025-05-12 07:09:42,ffmpeg_0,0.4166666666666667,3.737167685,1.0031951254609188,1.01502538071066,1,8
2025-05-12 07:09:48,ffmpeg_0,0.4166666666666667,3.737167685,1.0031951254609188,1.0249902813299232,1,8
2025-05-12 07:09:54,ffmpeg_0,0.4166666666666667,3.7353480599999997,1.0112746785909807,1.0216897959183673,1,8
2025-05-12 07:10:00,ffmpeg_0,0.4166666666666667,3.7353480599999997,1.0112746785909807,1.0205326530612244,1,8
2025-05-12 07:10:06,ffmpeg_0,0.4166666666666667,3.714223473,0.9931134074034355,1.0227020408163265,1,8
2025-05-12 07:10:12,ffmpeg_0,0.4166666666666667,3.714223473,0.9931134074034355,1.008280808080808,1,8
2025-05-12 07:10:18,ffmpeg_0,0.4166666666666667,3.714223473,0.9931134074034355,1.0252849104859334,1,8
2025-05-12 07:10:24,ffmpeg_0,0.4166666666666667,3.69576422,0.9946083279563849,1.0226768447837151,1,8
2025-05-12 07:10:31,ffmpeg_0,0.4166666666666667,3.69576422,0.9946083279563849,1.0271497435897436,1,8
2025-05-12 07:10:37,ffmpeg_0,0.55,3.75495507,1.0192500904464128,1.023194884910486,1,8
2025-05-12 07:10:43,ffmpeg_0,0.55,3.75495507,1.0192500904464128,1.0212997455470738,1,8
2025-05-12 07:10:49,ffmpeg_0,0.55,3.75495507,1.0192500904464128,1.0234755102040816,1,8
2025-05-12 07:10:55,ffmpeg_0,0.55,3.714918557,0.9883730843375633,1.0188905852417303,1,8
2025-05-12 07:11:01,ffmpeg_0,0.55,3.714918557,0.9883730843375633,1.0233595907928388,1,8
2025-05-12 07:11:07,ffmpeg_0,0.55,3.715544605,0.9975596071499074,1.0217323155216285,1,8
2025-05-12 07:11:13,ffmpeg_0,0.55,3.715544605,0.9975596071499074,1.0209683673469387,1,8
2025-05-12 07:11:19,ffmpeg_0,0.55,3.713735679,0.9917878090941048,1.0215704081632653,1,8
2025-05-12 07:11:25,ffmpeg_0,0.55,3.713735679,0.9917878090941048,1.0234020408163265,1,8
2025-05-12 07:11:31,ffmpeg_0,0.55,3.713735679,0.9917878090941048,1.0278082051282051,1,8
2025-05-12 07:11:37,ffmpeg_0,0.55,3.707002899,0.9864571649800222,1.0160558375634519,1,8
2025-05-12 07:11:43,ffmpeg_0,0.55,3.707002899,0.9864571649800222,1.0149370558375634,1,8
2025-05-12 07:11:49,ffmpeg_0,0.55,3.718100717,0.9999882494459847,1.0136293670886076,1,8
2025-05-12 07:11:55,ffmpeg_0,0.55,3.718100717,0.9999882494459847,1.0177147208121828,1,8
2025-05-12 07:12:01,ffmpeg_0,0.55,3.718100717,0.9999882494459847,1.0172832487309644,1,8
2025-05-12 07:12:07,ffmpeg_0,0.55,3.709746762,0.9981415476477733,1.0156111675126904,1,8
2025-05-12 07:12:13,ffmpeg_0,0.55,3.709746762,0.9981415476477733,1.019236641221374,1,8
2025-05-12 07:12:19,ffmpeg_0,0.55,3.734769007,1.0020620804806066,1.021335368956743,1,8
2025-05-12 07:12:25,ffmpeg_0,0.55,3.734769007,1.0020620804806066,1.0231795918367348,1,8
2025-05-12 07:12:31,ffmpeg_0,0.55,3.734769007,1.0020620804806066,1.017403562340967,1,8
2025-05-12 07:12:37,ffmpeg_0,0.55,3.727140311,1.0057745323401808,1.02085,1,8
2025-05-12 07:12:43,ffmpeg_0,0.55,3.727140311,1.0057745323401808,1.0224724489795918,1,8
2025-05-12 07:12:49,ffmpeg_0,0.55,3.714244808,0.9924287558527969,1.0168467005076143,1,8
2025-05-12 07:12:56,ffmpeg_0,0.55,3.714244808,0.9924287558527969,1.0147675126903553,1,8
2025-05-12 07:13:02,ffmpeg_0,0.55,3.714244808,0.9924287558527969,1.0230046035805627,1,8
2025-05-12 07:13:08,ffmpeg_0,0.55,3.757947006,0.96975728196331,1.0254976982097186,1,8
2025-05-12 07:13:14,ffmpeg_0,0.55,3.757947006,0.96975728196331,1.0252521739130436,1,8
2025-05-12 07:13:20,ffmpeg_0,0.55,3.7405807749999997,1.0044927732425923,1.0142035443037976,1,8
2025-05-12 07:13:26,ffmpeg_0,0.55,3.7405807749999997,1.0044927732425923,1.0197215189873419,1,8
2025-05-12 07:13:32,ffmpeg_0,0.55,3.7405807749999997,1.0044927732425923,1.0137032911392405,1,8
2025-05-12 07:13:38,ffmpeg_0,0.55,3.726389917,0.999252966570629,1.016619746835443,1,8
2025-05-12 07:13:44,ffmpeg_0,0.55,3.726389917,0.999252966570629,1.014292385786802,1,8
2025-05-12 07:13:50,ffmpeg_0,0.55,3.741470093,0.9979428873557514,1.0195673469387756,1,8
2025-05-12 07:13:56,ffmpeg_0,0.55,3.741470093,0.9979428873557514,1.026241432225064,1,8
2025-05-12 07:14:02,ffmpeg_0,0.55,3.741470093,0.9979428873557514,1.0307619537275063,1,8
2025-05-12 07:14:08,ffmpeg_0,0.55,3.8112862339999998,1.03587463804376,1.021303816793893,1,8
2025-05-12 07:14:14,ffmpeg_0,0.55,3.8112862339999998,1.03587463804376,1.0232787723785166,1,8
2025-05-12 07:14:20,ffmpeg_0,0.55,3.722030404,0.9989751614117769,1.0230581632653062,1,8
2025-05-12 07:14:26,ffmpeg_0,0.55,3.722030404,0.9989751614117769,1.0166781725888325,1,8
2025-05-12 07:14:32,ffmpeg_0,0.55,3.722030404,0.9989751614117769,1.0176507614213197,1,8
2025-05-12 07:14:38,ffmpeg_0,0.55,3.737333747,1.0069040780802219,1.0243826086956522,1,8
2025-05-12 07:14:44,ffmpeg_0,0.55,3.737333747,1.0069040780802219,1.0216450127877237,1,8
2025-05-12 07:14:50,ffmpeg_0,0.5333333333333333,3.77029509,0.9793510551017434,1.0187297709923664,1,8
2025-05-12 07:14:56,ffmpeg_0,0.5333333333333333,3.77029509,0.9793510551017434,1.0229489795918367,1,8
2025-05-12 07:15:02,ffmpeg_0,0.5333333333333333,3.77029509,0.9793510551017434,1.0275138461538462,1,8
2025-05-12 07:15:08,ffmpeg_0,0.5333333333333333,3.77269989,1.016883693300163,1.0221704081632652,1,8
2025-05-12 07:15:14,ffmpeg_0,0.5333333333333333,3.77269989,1.016883693300163,1.0135898734177216,1,8
2025-05-12 07:15:21,ffmpeg_0,0.5333333333333333,3.7212843749999998,1.0018739976601219,1.027454358974359,1,8
2025-05-12 07:15:27,ffmpeg_0,0.5333333333333333,3.7212843749999998,1.0018739976601219,1.0327340206185567,1,8
2025-05-12 07:15:33,ffmpeg_0,0.5333333333333333,3.7212843749999998,1.0018739976601219,1.024043989769821,1,8
2025-05-12 07:15:39,ffmpeg_0,0.5333333333333333,3.746827978,0.9943411264556681,1.0231447570332481,1,8
2025-05-12 07:15:45,ffmpeg_0,0.5333333333333333,3.746827978,0.9943411264556681,1.0240142857142858,1,8
2025-05-12 07:15:51,ffmpeg_0,0.5333333333333333,3.7738108500000003,1.0007606664689683,1.0244583120204604,1,8
2025-05-12 07:15:57,ffmpeg_0,0.5333333333333333,3.7738108500000003,1.0007606664689683,1.02525306122449,1,8
2025-05-12 07:16:03,ffmpeg_0,0.5333333333333333,3.7738108500000003,1.0007606664689683,1.0121751898734177,1,8
2025-05-12 07:16:09,ffmpeg_0,0.5333333333333333,3.743843448,1.0101805663820709,1.0180804071246818,1,8
2025-05-12 07:16:15,ffmpeg_0,0.5333333333333333,3.743843448,1.0101805663820709,1.0251652173913044,1,8
2025-05-12 07:16:21,ffmpeg_0,0.5333333333333333,3.730580073,1.0016218143411164,1.0149316455696202,1,8
2025-05-12 07:16:27,ffmpeg_0,0.5333333333333333,3.730580073,1.0016218143411164,1.028611282051282,1,8
2025-05-12 07:16:33,ffmpeg_0,0.5333333333333333,3.730580073,1.0016218143411164,1.0132496202531645,1,8
2025-05-12 07:16:39,ffmpeg_0,0.5333333333333333,3.7056024880000002,1.0011865209234871,1.014881012658228,1,8
2025-05-12 07:16:45,ffmpeg_0,0.5333333333333333,3.7056024880000002,1.0011865209234871,1.0242803069053708,1,8
2025-05-12 07:16:51,ffmpeg_0,0.5333333333333333,3.730649885,0.9829749894131037,1.0235204081632654,1,8
2025-05-12 07:16:57,ffmpeg_0,0.5333333333333333,3.730649885,0.9829749894131037,1.018097709923664,1,8
2025-05-12 07:17:03,ffmpeg_0,0.5333333333333333,3.730649885,0.9829749894131037,1.017765903307888,1,8
2025-05-12 07:17:09,ffmpeg_0,0.5333333333333333,3.742410156,1.0048865537802563,1.0266697435897436,1,8
2025-05-12 07:17:15,ffmpeg_0,0.5333333333333333,3.742410156,1.0048865537802563,1.0255242966751918,1,8
2025-05-12 07:17:21,ffmpeg_0,0.5333333333333333,3.716119497,1.001781996796655,1.009663476070529,1,8
2025-05-12 07:17:27,ffmpeg_0,0.5333333333333333,3.716119497,1.001781996796655,1.020234693877551,1,8
2025-05-12 07:17:33,ffmpeg_0,0.5333333333333333,3.716119497,1.001781996796655,1.024554081632653,1,8
2025-05-12 07:17:40,ffmpeg_0,0.5333333333333333,3.72048631,1.0001851542270872,1.01947786259542,1,8
2025-05-12 07:17:46,ffmpeg_0,0.5333333333333333,3.72048631,1.0001851542270872,1.0284512820512821,1,8
2025-05-12 07:17:52,ffmpeg_0,0.55,3.7626815909999998,1.0044546368214478,1.0256777493606137,1,8
2025-05-12 07:17:58,ffmpeg_0,0.55,3.7626815909999998,1.0044546368214478,1.0323659793814433,1,8
2025-05-12 07:18:04,ffmpeg_0,0.55,3.7626815909999998,1.0044546368214478,1.027462564102564,1,8
2025-05-12 07:18:10,ffmpeg_0,0.55,3.76731868,0.9937836406850269,1.0215959183673469,1,8
2025-05-12 07:18:16,ffmpeg_0,0.55,3.76731868,0.9937836406850269,1.0187918575063613,1,8
2025-05-12 07:18:22,ffmpeg_0,0.55,3.786768835,0.9894835641687746,1.0162809160305344,1,8
2025-05-12 07:18:28,ffmpeg_0,0.55,3.786768835,0.9894835641687746,1.0266441025641027,1,8
2025-05-12 07:18:34,ffmpeg_0,0.55,3.725588193,1.0408335757912768,1.0135817721518987,1,8
2025-05-12 07:18:40,ffmpeg_0,0.55,3.725588193,1.0408335757912768,1.0139574683544303,1,8
2025-05-12 07:18:46,ffmpeg_0,0.55,3.725588193,1.0408335757912768,1.0191541984732824,1,8
2025-05-12 07:18:52,ffmpeg_0,0.55,3.72088253,0.9964159248473514,1.0174605597964377,1,8
2025-05-12 07:18:58,ffmpeg_0,0.55,3.72088253,0.9964159248473514,1.0355350515463917,1,8
2025-05-12 07:19:04,ffmpeg_0,0.55,3.743953598,1.0055858787429401,1.0211244897959184,1,8
2025-05-12 07:19:10,ffmpeg_0,0.55,3.743953598,1.0055858787429401,1.012285569620253,1,8
2025-05-12 07:19:16,ffmpeg_0,0.55,3.743953598,1.0055858787429401,1.0256266666666667,1,8
