timestamp,function,workload,pressure,queue_length_dominant,utilization,theoretical_utilization,response_time,service_time,n_instances
1753369015.99499,deepspeech,0.030555555555555555,0.016145821624999997,0.24487639799288333,0.6667086398472272,0.3785625045416667,16.145821625,11.356875136250002,1
1753369077.050139,deepspeech,0.15555555555555559,0.03336140600341667,0.6597160361096114,0.7932664178422707,0.7893164258555553,33.36140600341667,20.247366691000003,4
1753369137.0748017,deepspeech,0.10555555555555557,0.035917116955166646,0.7810509563783931,0.3611577766007727,0.362050199650463,35.91711695516667,20.58966744408333,6
1753369197.0998588,deepspeech,0.23750000000000002,0.026090962613166666,0.2491257034400831,0.9166782267552276,0.9608918444,26.090962613166663,20.925216449583335,4
1753369257.1452272,deepspeech,0.2652777777777777,0.040780626397666664,0.9525321932337345,0.85324219629448,0.7035437989866319,40.78062639766666,21.214277972833333,8
1753369317.18164,deepspeech,0.3888888888888889,0.04540741079425,1.1200451813786276,0.9088850220205028,0.9336184091592593,45.40741079424999,21.89786719575,9
1753369377.2303205,deepspeech,0.323611111111111,0.04632022783208334,1.064865869754119,0.819677956839738,0.7290372441220833,46.32022783208333,22.52097495925,10
1753369437.2395372,deepspeech,0.39305555555555555,0.03913490822658333,0.7346457210670457,0.8295851062913832,0.9011887595725,39.13490822658333,22.905729250666663,10
1753369497.2532744,deepspeech,0.2625,0.0478013183945,1.1472053469633254,0.6481387287918982,0.5927066921541667,47.801318394499994,22.518538942666666,10
1753369557.2901373,deepspeech,0.40277777777777773,0.03644181497441667,0.6635817518054252,0.8815650165418205,0.9492447352831791,36.44181497441666,21.835902159749995,9
1753369617.3344076,deepspeech,0.40138888888888896,0.04717337119833334,1.0904516733648,0.93991196575208,0.9167059533065279,47.173371198333335,22.840158041749998,10
1753369677.3659108,deepspeech,0.43055555555555564,0.044546355085916665,1.090269738398239,0.8945187234648123,0.9124494601111112,44.54635508591667,21.264249271083333,10
1753369737.3604527,deepspeech,0.2805555555555555,0.04725477564449999,1.3185400643344625,0.6364024646775862,0.5909314400563889,47.2547756445,21.025389303833332,10
1753369797.3866177,deepspeech,0.19027777777777777,0.03679957108816667,0.719524340421357,0.47289816620060443,0.46143067498626533,36.799571088166665,21.848326657166666,9
1753369857.40988,deepspeech,0.1680555555555556,0.03510534450366666,0.7622381826666977,0.4758778980806116,0.4827728677388888,35.105344503666664,20.11288938975,7
1753369917.4286044,deepspeech,0.12083333333333335,0.035948533312499996,0.8078624633576396,0.3944416150607726,0.4058905623381945,35.948533312500004,20.169259751749998,6
