Timestamp,ResponseTime
1751201142.488373,19378.353
1751201142.427983,19477.75
1751201142.708338,39031.216
1751201142.783261,39124.206999999995
1751201232.045546,20254.034
1751201232.05368,20262.08
1751201232.120679,39266.768
1751201232.205927,39361.272
1751201232.260219,57970.753000000004
1751201232.563382,57764.105
1751201232.639681,76573.268
1751201232.696324,76571.414
1751201232.830882,95148.176
1751201322.290849,18782.845999999998
1751201322.447179,18929.389
1751201322.61446,37412.769
1751201322.803763,37593.437
1751201322.813799,52451.824
1751201322.870859,56178.195999999996
1751201412.365458,18597.923000000003
1751201412.432627,18754.672
1751201412.445665,37361.257000000005
1751201412.575895,37581.829
1751201412.725095,55859.846
1751201412.810451,56278.804000000004
1751201412.964771,74169.94
1751201413.034907,74412.374
1751201502.32206,19056.957000000002
1751201502.366372,19017.430999999997
1751201502.448451,37375.062
1751201502.72489,37139.524000000005
1751201592.569908,18834.790999999997
1751201592.75823,18776.154
1751201592.872308,37735.067
1751201593.105714,37706.969
1751201682.496268,19394.188
1751201682.720589,19338.577999999998
1751201682.758166,38072.504
1751201682.769497,38145.994
1751201682.795719,56769.542
1751201682.85109,56860.679
1751201683.01918,75206.905
1751201683.214877,75046.703
1751201683.21552,93905.47200000001
1751201683.285594,93865.54800000001
1751201772.510439,23379.078
1751201772.591719,23318.929
1751201772.597895,41884.68
1751201772.635872,41858.979
1751201772.944777,60038.279
1751201772.912516,60221.797
1751201772.962866,78416.67700000001
1751201773.040419,78546.463
1751201862.747028,19458.671
1751201862.807063,19452.906
1751201862.839069,38006.327
1751201862.846088,38021.215
1751201863.162711,56522.222
1751201862.985332,56712.380000000005
1751201863.164721,75420.08099999999
1751201863.276936,75309.088
1751201952.593793,18743.571
1751201952.61387,18742.148
1751201953.401093,36839.595
1751201953.048487,37256.786
1751201953.451175,55639.553
1751202043.221508,18613.906
1751202132.694479,19015.488999999998
1751202132.775711,18999.806
1751202673.145676,18958.414
1751202763.796877,20214.806
1751202763.947336,39654.7
1751202853.327027,19376.636000000002
1751202853.439369,19307.05
1751202853.541728,37821.216
1751202943.374305,18601.8
1751202943.402756,18630.677
1751202943.818708,37042.814999999995
1751203033.297744,18852.879
1751203033.44224,18908.811
1751203034.138484,37120.059
1751203034.161566,37139.48100000001
1751203034.271707,55657.182
1751203123.419532,18766.826999999997
1751203123.341468,18865.992
1751203123.51765,37428.545
1751203123.559865,37416.817
1751203123.675872,56033.839
1751203123.671888,56056.333
1751203123.897128,74556.729
1751203123.680717,74773.889
1751203123.952403,92952.309
1751203123.969483,92991.26
1751203124.246399,111554.269
1751203124.062592,111784.07699999999
1751203124.276679,130152.10999999999
1751203213.899737,40656.693
1751203213.998023,59276.589
1751203214.050176,59431.918000000005
1751203214.264788,77733.01999999999
1751203214.307844,77847.44399999999
1751203303.478064,18466.339
1751203303.498123,18551.549000000003
1751203303.531164,37595.852
1751203303.62535,37503.715
1751203303.899779,55676.772999999994
1751203303.772684,55805.646
1751203393.526761,18999.752999999997
1751203393.521699,19111.844999999998
1751203393.747881,37319.4
1751203393.531645,37564.774999999994
1751203393.884287,56152.622
1751203393.956461,56156.4
1751203393.967522,74736.09999999999
1751203394.043499,74699.434
1751203394.115549,93575.641
1751203483.62769,18463.874
1751203483.764019,22394.473
1751203483.861067,37358.95
1751203484.131505,40903.111000000004
1751203484.28069,55289.346000000005
1751203573.736504,19060.44
1751203574.109029,19066.794
1751203574.222401,37581.715000000004
1751203663.693619,20939.001
1751203663.713389,20938.64
1751203663.717694,40046.585
1751203663.736011,40257.283
1751203663.948379,58352.020000000004
1751203663.962408,58636.79
1751203664.033412,77432.297
1751203664.379149,77379.565
1751203753.773068,18798.622000000003
1751203754.054731,18524.126
