timestamp,function,workload,pressure,queue_length_dominant,utilization,theoretical_utilization,response_time,service_time
1751200993.478868,deepspeech,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751201090.1940546,deepspeech,0.0,0.0,0.0,0.00012565615910315101,0.0,0.0,0.0
1751201186.6112611,deepspeech,0.027777777777777776,1.7928247274600675,0.07966284257021702,0.41834385133787283,0.1637300288,6.505285136666667,4.911900864000001
1751201283.0337462,deepspeech,0.09166666666666667,0.9427545171235084,0.8124360074185749,0.5751176398427146,0.9095780993541668,36.010301696583326,19.90610891616667
1751201379.4319153,deepspeech,0.08333333333333333,0.9306432846341468,1.921476220652023,0.9145929658902495,0.7048901742812501,52.21376417741667,17.23403234083333
1751201475.9425766,deepspeech,0.09722222222222221,0.8533352146736921,1.3338162215713185,0.6697311046284611,0.9134653616069442,43.729794946666665,18.753542169583337
1751201572.3490686,deepspeech,0.049999999999999996,0.8159969587669519,1.7731157239728752,0.48619879692398543,0.46396637996666673,51.242615236249996,18.556287142833334
1751201668.7500772,deepspeech,0.044444444444444446,0.9800433687571664,0.8189480360843918,0.417969509055019,0.4211745505333333,34.314031343083336,18.861838918749996
1751201765.1673388,deepspeech,0.1111111111111111,1.1276994428717688,1.1656594694679365,0.8849918599843433,1.0596890033541666,41.05767932266667,19.0414198645
1751201861.5850618,deepspeech,0.08888888888888889,0.8727182871031944,2.323847519872848,0.8764072383361624,0.8333736226,62.18264517483334,18.692681216500002
1751201957.9841998,deepspeech,0.09583333333333333,0.9835776105610116,1.71647696352992,0.8347040263821633,0.9062890631006946,51.019438987083326,18.90095440275
1751202054.385246,deepspeech,0.05694444444444444,0.948858759443576,1.6343334166920283,0.5013756284492962,0.5370257497256944,49.70290631416666,18.857780044666665
1751202150.7629998,deepspeech,0.015277777777777777,0.7644946146792998,0.16263721958591457,0.22867785535372068,0.14233358639930557,21.6966587605,18.63095019283333
1751202247.1291554,deepspeech,0.016666666666666666,1.0,1.794954453084956e-06,0.00012301948598349144,0.15831878046666667,18.998287757000003,18.998253656
1751202343.4990487,deepspeech,0.0,1.0,1.794954453084956e-06,0.0001232434841605733,0.0,18.998287757000003,18.998253656
1751202439.8782158,deepspeech,0.0,1.0,1.794954453084956e-06,0.00012930758815415247,0.0,18.998287757000003,18.998253656
1751202536.2446022,deepspeech,0.0,1.0,1.794954453084956e-06,0.00012071309962096318,0.0,18.998287757000003,18.998253656
1751202632.614637,deepspeech,0.0,1.0,1.794954453084956e-06,0.00013338787203592934,0.0,18.998287757000003,18.998253656
1751202729.0033348,deepspeech,0.00972222222222222,0.9993393954106863,1.7406980143599485e-06,0.08381264684528016,0.09220634067499998,18.980732945333333,18.98069990433333
1751202822.3415272,deepspeech,0.02361111111111111,1.1475994033764156,0.17069016699993692,0.26575518183604746,0.2571065273083333,22.719434630749998,19.37558427433333
1751202918.7180622,deepspeech,0.03611111111111111,0.9473459539774517,0.8543679950803975,0.2942125732616284,0.34476238477083343,35.6506053315,19.232211163333336
1751203015.1155207,deepspeech,0.03333333333333333,0.9450246942865591,0.7483423266480717,0.2891193939676771,0.31221024806250003,32.76258672866667,18.726869580000002
1751203111.5128012,deepspeech,0.05555555555555555,1.077434614234501,1.055806756447646,0.5022923624983641,0.5244461779826389,38.6888100145,18.84591295475
1751203207.930168,deepspeech,0.16250000000000006,0.9931379657318625,1.5711359501677349,0.9229390516274143,1.524244865352083,48.176549666666666,18.752980296833336
1751203304.3302329,deepspeech,0.05555555555555555,0.9181745694110351,3.225548408448113,0.8728914983868378,0.5214690755833333,79.32993838899999,18.766585046333333
1751203400.724249,deepspeech,0.07916666666666666,0.9289658379495367,1.613049277231344,0.6258896867570322,0.7408885431229167,48.69357170333334,18.661837594333335
1751203497.129153,deepspeech,0.10138888888888888,1.2646584827332663,1.7444241748607026,0.9197248021919419,0.9552068923624999,51.51986975141667,18.818993919750003
1751203593.526041,deepspeech,0.061111111111111116,0.9724165918782859,1.7314827955379652,0.5852301639733196,0.5673738596305556,50.59819192366666,18.510317431666667
1751203689.9007587,deepspeech,0.05833333333333333,1.1271045821587247,0.7328805647629886,0.3805831325031787,0.5653391034013889,33.10761173150001,19.17764490491667
1751203786.3018587,deepspeech,0.06666666666666667,1.2312337768969182,1.5516859159879424,0.678007334558231,0.6555723007083332,48.85126514916667,19.287593946
1751203882.6606581,deepspeech,0.011111111111111112,1.0,1.7609738949481978e-06,0.00011884555592231383,0.1029039167611111,18.522737635,18.522705016999996

